"","threshold.25.","sensitivity.25.","specificity.25.","ppv.25.","npv.25.","accuracy.25.","AUC.25.","coefs.25.","Prev.25.","threshold.75.","sensitivity.75.","specificity.75.","ppv.75.","npv.75.","accuracy.75.","AUC.75.","coefs.75.","Prev.75."
"1",0.479991440408811,0.620698520510239,0.70784332983702,0.681810920708684,0.662102654312199,0.674230808545436,0.731394728544605,8,0.497238765565782,0.507212940135312,0.646477750514921,0.732820440968159,0.696057838318627,0.67421740845901,0.680568332822243,0.737838948540552,9,0.500992600613608
"2",0.5,0.621716649431231,0.720296232438542,0.685130987710117,0.660483154041704,0.672697536542983,0.731394728544605,8,NA,0.5,0.631110883142847,0.729307742391464,0.69415333079261,0.669293665063339,0.679239497086783,0.737838948540552,9,NA
