"","threshold","sensitivity","specificity","ppv","npv","accuracy","AUC","coefs","Prev"
"1",0.493345240378692,0.63341890677054,0.721147076082185,0.68879644152794,0.668381132983169,0.677399570683839,0.734676086640682,8,0.499151777657463
"2",0.5,0.626150078483013,0.724639148334316,0.689694459486484,0.664807585052984,0.675968516814883,0.734676086640682,8,NA
