"","specificity","sensitivity","accuracy","threshold","AUC","coefs","Prev"
"1",0.740449677335548,0.653563185545029,0.722682203822958,0.19826925162061,0.758685857097191,8,0.199386392347952
"2",0.971102671149854,0.213825245974063,0.823060410916897,0.5,0.758685857097191,8,NA
"3",0.735241616728293,0.657765248990159,0.719155678217316,0.493712335479879,0.757940507323984,9,NA
"4",0.737435833296382,0.654352466223037,0.721148931820505,0.494875472874007,0.758098057362855,13,NA
"5",0.72913464613691,0.656297487097502,0.714146989675968,0.42053950613415,0.753953777038813,23,NA
