"","specificity.25.","sensitivity.25.","accuracy.25.","threshold.25.","AUC.25.","coefs.25.","Prev.25.","specificity.75.","sensitivity.75.","accuracy.75.","threshold.75.","AUC.75.","coefs.75.","Prev.75."
"1",0.716586047849095,0.660507183659339,0.714709189410201,0.0909266844908026,0.767898843126902,7,0.0985381700054142,0.756783253695969,0.702017385187418,0.747342328529081,0.1055446526468,0.778154401504538,8,0.10081212777477
"2",0.994677387274726,0.071952043228639,0.904528263313912,0.5,0.767898843126902,7,NA,0.996034556002353,0.0863709590992218,0.908105897986303,0.5,0.778154401504538,8,NA
"3",0.70902404892121,0.656140569851539,0.708754983134008,0.467616287637952,0.766434069749235,8,NA,0.757080802497765,0.706984348705731,0.7475212102627,0.507484403626523,0.776822152070693,10,NA
"4",0.714293811842304,0.658613445378151,0.712664826740264,0.46794632065925,0.766514719685081,15,NA,0.756128541047794,0.701853216093648,0.746831237861597,0.507647260550045,0.777348510732106,20,NA
"5",0.706342898195721,0.656010860484545,0.70591842992947,0.39339758603181,0.763183966965568,15,NA,0.7542062220555,0.703823449245424,0.744889093325156,0.435575030916176,0.773786334714388,21,NA
