"","specificity.25.","sensitivity.25.","accuracy.25.","threshold.25.","AUC.25.","coefs.25.","Prev.25.","specificity.75.","sensitivity.75.","accuracy.75.","threshold.75.","AUC.75.","coefs.75.","Prev.75."
"1",0.716791631763085,0.669711629671789,0.71706020648063,0.0262854667721167,0.779148690792023,6,0.0290471034109367,0.780708222655299,0.737024221453287,0.777624450577532,0.0331189218338139,0.798660529756444,7,0.0303916260602779
"2",0.99957805907173,0.0154440154440154,0.970356741285904,0.5,0.779148690792023,6,NA,0.999789717169593,0.0263157894736842,0.972503322089339,0.5,0.798660529756444,7,NA
"3",0.71118725220648,0.662779297765618,0.711617090871921,0.45903878949115,0.773968823993072,7,NA,0.780474306162615,0.73581833812238,0.776730041909435,0.519079116807461,0.794393276361562,10,NA
"4",0.713146362128726,0.66204468188441,0.713380353674742,0.450624196382213,0.774407950055333,24,NA,0.780346658443061,0.736273144663556,0.777190023510171,0.516228975085742,0.794375386864144,30,NA
"5",0.71162569378619,0.661791145657317,0.712153736072779,0.38069471904697,0.771794284034097,12,NA,0.777754181550762,0.732638888888889,0.774200143105387,0.442001580974664,0.79252350458389,18,NA
