"","specificity.25.","sensitivity.25.","accuracy.25.","threshold.25.","AUC.25.","coefs.25.","Prev.25.","specificity.75.","sensitivity.75.","accuracy.75.","threshold.75.","AUC.75.","coefs.75.","Prev.75."
"1",0.691816445510719,0.642177847317076,0.682280486558315,0.380102752023901,0.737760705785919,8,0.401840822956145,0.721119126252755,0.671560167291783,0.690815700705305,0.409271625711798,0.744162660658854,9,0.405278830536004
"2",0.839420972900185,0.483319358001603,0.699044260451804,0.5,0.737760705785919,8,NA,0.846521890697322,0.494395002839839,0.704998466727998,0.5,0.744162660658854,9,NA
"3",0.69067736392228,0.640227675830594,0.682203822958193,0.471836526531219,0.73767310659865,8,NA,0.721905045784824,0.671597080815156,0.691096800572422,0.502215484873665,0.744067570457841,9,NA
"4",0.692419134187044,0.64102555721109,0.681999386691199,0.473503184223607,0.737584781475888,8,NA,0.721634580672072,0.671078074433789,0.690790146171931,0.501089861894252,0.744007662769897,11,NA
"5",0.684746752229653,0.62196859594971,0.676965143616478,0.395542122618691,0.730676336357975,26,NA,0.728461438111719,0.667690948127587,0.687314729633037,0.425580972434949,0.737612612713666,30,NA
